Latin Extended-A
0x020A	522	LATIN CAPITAL LETTER I WITH INVERTED BREVE	Ȋ
0x020B	523	LATIN SMALL LETTER I WITH INVERTED BREVE	ȋ
0x020C	524	LATIN CAPITAL LETTER O WITH DOUBLE GRAVE	Ȍ
0x020D	525	LATIN SMALL LETTER O WITH DOUBLE GRAVE	ȍ
0x020E	526	LATIN CAPITAL LETTER O WITH INVERTED BREVE	Ȏ
0x020F	527	LATIN SMALL LETTER O WITH INVERTED BREVE	ȏ
0x0210	528	LATIN CAPITAL LETTER R WITH DOUBLE GRAVE	Ȑ
0x0211	529	LATIN SMALL LETTER R WITH DOUBLE GRAVE	ȑ
0x0212	530	LATIN CAPITAL LETTER R WITH INVERTED BREVE	Ȓ
0x0213	531	LATIN SMALL LETTER R WITH INVERTED BREVE	ȓ
0x0214	532	LATIN CAPITAL LETTER U WITH DOUBLE GRAVE	Ȕ
0x0215	533	LATIN SMALL LETTER U WITH DOUBLE GRAVE	ȕ
0x0216	534	LATIN CAPITAL LETTER U WITH INVERTED BREVE	Ȗ
0x0217	535	LATIN SMALL LETTER U WITH INVERTED BREVE	ȗ
0x0218	536	LATIN CAPITAL LETTER S WITH COMMA BELOW	Ș
0x0219	537	LATIN SMALL LETTER S WITH COMMA BELOW	ș
0x021A	538	LATIN CAPITAL LETTER T WITH COMMA BELOW	Ț
0x021B	539	LATIN SMALL LETTER T WITH COMMA BELOW	ț
0x021C	540	LATIN CAPITAL LETTER YOGH	Ȝ
0x021D	541	LATIN SMALL LETTER YOGH	ȝ
0x021E	542	LATIN CAPITAL LETTER H WITH CARON	Ȟ
0x021F	543	LATIN SMALL LETTER H WITH CARON	ȟ
0x0222	546	LATIN CAPITAL LETTER OU	Ȣ
0x0223	547	LATIN SMALL LETTER OU	ȣ
0x0224	548	LATIN CAPITAL LETTER Z WITH HOOK	Ȥ
0x0225	549	LATIN SMALL LETTER Z WITH HOOK	ȥ
0x0226	550	LATIN CAPITAL LETTER A WITH DOT ABOVE	Ȧ
0x0227	551	LATIN SMALL LETTER A WITH DOT ABOVE	ȧ
0x0228	552	LATIN CAPITAL LETTER E WITH CEDILLA	Ȩ
0x0229	553	LATIN SMALL LETTER E WITH CEDILLA	ȩ
0x022A	554	LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON	Ȫ
0x022B	555	LATIN SMALL LETTER O WITH DIAERESIS AND MACRON	ȫ
0x022C	556	LATIN CAPITAL LETTER O WITH TILDE AND MACRON	Ȭ
0x022D	557	LATIN SMALL LETTER O WITH TILDE AND MACRON	ȭ
0x022E	558	LATIN CAPITAL LETTER O WITH DOT ABOVE	Ȯ
0x022F	559	LATIN SMALL LETTER O WITH DOT ABOVE	ȯ
0x0230	560	LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON	Ȱ
0x0231	561	LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON	ȱ
0x0232	562	LATIN CAPITAL LETTER Y WITH MACRON	Ȳ
0x0233	563	LATIN SMALL LETTER Y WITH MACRON	ȳ
IPA Extensions
Position	Decimal	Name	Appearance
0x0250	592	LATIN SMALL LETTER TURNED A	ɐ
0x0251	593	LATIN SMALL LETTER ALPHA	ɑ
0x0252	594	LATIN SMALL LETTER TURNED ALPHA	ɒ
0x0253	595	LATIN SMALL LETTER B WITH HOOK	ɓ
0x0254	596	LATIN SMALL LETTER OPEN O	ɔ
0x0255	597	LATIN SMALL LETTER C WITH CURL	ɕ
0x0256	598	LATIN SMALL LETTER D WITH TAIL	ɖ
0x0257	599	LATIN SMALL LETTER D WITH HOOK	ɗ
0x0258	600	LATIN SMALL LETTER REVERSED E	ɘ
0x0259	601	LATIN SMALL LETTER SCHWA	ə
0x025A	602	LATIN SMALL LETTER SCHWA WITH HOOK	ɚ
0x025B	603	LATIN SMALL LETTER OPEN E	ɛ
0x025C	604	LATIN SMALL LETTER REVERSED OPEN E	ɜ
0x025D	605	LATIN SMALL LETTER REVERSED OPEN E WITH HOOK	ɝ
0x025E	606	LATIN SMALL LETTER CLOSED REVERSED OPEN E	ɞ
0x025F	607	LATIN SMALL LETTER DOTLESS J WITH STROKE	ɟ
0x0260	608	LATIN SMALL LETTER G WITH HOOK	ɠ
0x0261	609	LATIN SMALL LETTER SCRIPT G	ɡ
0x0262	610	LATIN LETTER SMALL CAPITAL G	ɢ
0x0263	611	LATIN SMALL LETTER GAMMA	ɣ
0x0264	612	LATIN SMALL LETTER RAMS HORN	ɤ
0x0265	613	LATIN SMALL LETTER TURNED H	ɥ
0x0266	614	LATIN SMALL LETTER H WITH HOOK	ɦ
0x0267	615	LATIN SMALL LETTER HENG WITH HOOK	ɧ
0x0268	616	LATIN SMALL LETTER I WITH STROKE	ɨ
0x0269	617	LATIN SMALL LETTER IOTA	ɩ
0x026A	618	LATIN LETTER SMALL CAPITAL I	ɪ
0x026B	619	LATIN SMALL LETTER L WITH MIDDLE TILDE	ɫ
0x026C	620	LATIN SMALL LETTER L WITH BELT	ɬ
0x026D	621	LATIN SMALL LETTER L WITH RETROFLEX HOOK	ɭ
0x026E	622	LATIN SMALL LETTER LEZH	ɮ
0x026F	623	LATIN SMALL LETTER TURNED M	ɯ
0x0270	624	LATIN SMALL LETTER TURNED M WITH LONG LEG	ɰ
0x0271	625	LATIN SMALL LETTER M WITH HOOK	ɱ
0x0272	626	LATIN SMALL LETTER N WITH LEFT HOOK	ɲ
0x0273	627	LATIN SMALL LETTER N WITH RETROFLEX HOOK	ɳ
0x0274	628	LATIN LETTER SMALL CAPITAL N	ɴ
0x0275	629	LATIN SMALL LETTER BARRED O	ɵ
0x0276	630	LATIN LETTER SMALL CAPITAL OE	ɶ
0x0277	631	LATIN SMALL LETTER CLOSED OMEGA	ɷ
0x0278	632	LATIN SMALL LETTER PHI	ɸ
0x0279	633	LATIN SMALL LETTER TURNED R	ɹ
0x027A	634	LATIN SMALL LETTER TURNED R WITH LONG LEG	ɺ
0x027B	635	LATIN SMALL LETTER TURNED R WITH HOOK	ɻ
0x027C	636	LATIN SMALL LETTER R WITH LONG LEG	ɼ
0x027D	637	LATIN SMALL LETTER R WITH TAIL	ɽ
0x027E	638	LATIN SMALL LETTER R WITH FISHHOOK	ɾ
0x027F	639	LATIN SMALL LETTER REVERSED R WITH FISHHOOK	ɿ
0x0280	640	LATIN LETTER SMALL CAPITAL R	ʀ
0x0281	641	LATIN LETTER SMALL CAPITAL INVERTED R	ʁ
0x0282	642	LATIN SMALL LETTER S WITH HOOK	ʂ
0x0283	643	LATIN SMALL LETTER ESH	ʃ
0x0284	644	LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK	ʄ
0x0285	645	LATIN SMALL LETTER SQUAT REVERSED ESH	ʅ
0x0286	646	LATIN SMALL LETTER ESH WITH CURL	ʆ
0x0287	647	LATIN SMALL LETTER TURNED T	ʇ
0x0288	648	LATIN SMALL LETTER T WITH RETROFLEX HOOK	ʈ
0x0289	649	LATIN SMALL LETTER U BAR	ʉ
0x028A	650	LATIN SMALL LETTER UPSILON	ʊ
0x028B	651	LATIN SMALL LETTER V WITH HOOK	ʋ
0x028C	652	LATIN SMALL LETTER TURNED V	ʌ
0x028D	653	LATIN SMALL LETTER TURNED W	ʍ
0x028E	654	LATIN SMALL LETTER TURNED Y	ʎ
0x028F	655	LATIN LETTER SMALL CAPITAL Y	ʏ
0x0290	656	LATIN SMALL LETTER Z WITH RETROFLEX HOOK	ʐ
0x0291	657	LATIN SMALL LETTER Z WITH CURL	ʑ
